Valeurfonciere,Codepostal,Codedepartement,Surfacereellebati,Nombrepiecesprincipales,Typelocal_Appartement,Typelocal_Maison
137500.0,75017.0,75.0,18,2,1,0
90553.0,84110.0,84.0,30,2,1,0
105000.0,31150.0,31.0,48,2,1,0
116700.0,44100.0,44.0,46,2,1,0
46000.0,70000.0,70.0,72,2,1,0
164000.0,94320.0,94.0,35,1,1,0
117000.0,6380.0,6.0,32,2,1,0
143700.0,35770.0,35.0,60,3,1,0
1495000.0,75004.0,75.0,115,4,1,0
210000.0,78600.0,78.0,36,2,1,0
42000.0,47210.0,47.0,71,3,0,1
290000.0,38000.0,38.0,108,3,1,0
246000.0,75011.0,75.0,26,2,1,0
112700.0,77144.0,77.0,32,1,1,0
79000.0,6220.0,6.0,34,2,1,0
290000.0,91420.0,91.0,78,4,0,1
430000.0,94120.0,94.0,67,3,1,0
207000.0,92140.0,92.0,40,2,1,0
105000.0,54400.0,54.0,77,3,1,0
109990.0,91000.0,91.0,56,2,1,0
156000.0,13008.0,13.0,37,2,1,0
181000.0,93160.0,93.0,45,2,1,0
118700.0,38170.0,38.0,57,3,1,0
113000.0,93300.0,93.0,26,1,1,0
91058.0,50400.0,50.0,25,1,1,0
248460.0,20146.0,0.0,70,3,0,1
208000.0,78210.0,78.0,42,2,1,0
240000.0,92500.0,92.0,66,4,1,0
257143.0,44000.0,44.0,74,4,1,0
101000.0,77100.0,77.0,29,1,1,0
71500.0,72100.0,72.0,71,3,1,0
265000.0,94350.0,94.0,68,3,1,0
36000.0,11560.0,11.0,18,1,1,0
182500.0,38100.0,38.0,90,3,1,0
208000.0,6730.0,6.0,55,3,1,0
581030.0,78000.0,78.0,75,3,1,0
142500.0,11560.0,11.0,34,3,0,1
132000.0,63140.0,63.0,90,3,1,0
44000.0,4120.0,4.0,18,1,1,0
273100.0,33270.0,33.0,71,3,1,0
56730.0,97490.0,974.0,38,2,1,0
299000.0,69004.0,69.0,59,3,1,0
49000.0,85440.0,85.0,22,2,1,0
172500.0,77360.0,77.0,46,2,1,0
199000.0,13600.0,13.0,42,2,1,0
300262.0,91800.0,91.0,73,4,1,0
105000.0,42500.0,42.0,104,4,1,0
521700.0,75004.0,75.0,35,2,1,0
163000.0,84360.0,84.0,100,3,1,0
300000.0,75003.0,75.0,21,1,1,0
183000.0,60500.0,60.0,48,2,1,0
270000.0,13260.0,13.0,49,2,1,0
72500.0,63500.0,63.0,56,3,0,1
334000.0,69004.0,69.0,73,3,1,0
125000.0,29360.0,29.0,29,2,0,1
68680.0,87000.0,87.0,56,2,1,0
175000.0,69800.0,69.0,57,2,1,0
72500.0,74170.0,74.0,23,1,1,0
704000.0,75020.0,75.0,91,4,1,0
171000.0,33400.0,33.0,68,4,1,0
267000.0,91170.0,91.0,143,5,0,1
203600.0,75017.0,75.0,19,1,1,0
150000.0,77290.0,77.0,41,2,1,0
45000.0,26200.0,26.0,36,2,1,0
145000.0,78570.0,78.0,58,3,1,0
156800.0,94420.0,94.0,48,1,1,0
139000.0,35400.0,35.0,80,3,1,0
50000.0,54650.0,54.0,48,3,0,1
124690.0,78990.0,78.0,52,2,1,0
466000.0,69005.0,69.0,74,3,1,0
196000.0,92200.0,92.0,16,1,1,0
345000.0,94130.0,94.0,52,3,1,0
151000.0,77176.0,77.0,50,3,1,0
358000.0,75020.0,75.0,37,2,1,0
179900.0,93290.0,93.0,82,4,1,0
870000.0,33260.0,33.0,95,4,1,0
193000.0,95880.0,95.0,38,2,1,0
403870.0,78100.0,78.0,49,2,1,0
184340.0,60500.0,60.0,40,2,1,0
70000.0,44600.0,44.0,25,1,1,0
167400.0,37300.0,37.0,82,4,0,1
135000.0,95000.0,95.0,53,2,1,0
278800.0,5160.0,5.0,126,4,1,0
153000.0,47520.0,47.0,84,4,0,1
147500.0,6000.0,6.0,18,1,1,0
238000.0,75011.0,75.0,23,1,1,0
205000.0,75014.0,75.0,23,2,1,0
65500.0,38000.0,38.0,18,1,1,0
105000.0,14810.0,14.0,30,2,1,0
90300.0,54270.0,54.0,59,3,1,0
168000.0,92400.0,92.0,20,1,1,0
140000.0,93250.0,93.0,32,1,1,0
141000.0,77270.0,77.0,38,2,1,0
600000.0,38750.0,38.0,93,4,1,0
69250.0,7130.0,7.0,37,2,1,0
99000.0,77144.0,77.0,22,1,1,0
102000.0,42000.0,42.0,80,2,1,0
90000.0,72400.0,72.0,53,2,1,0
151668.0,35136.0,35.0,66,3,1,0
45000.0,39260.0,39.0,39,1,1,0
410000.0,6500.0,6.0,88,5,1,0
65500.0,56100.0,56.0,42,2,1,0
1300000.0,92200.0,92.0,108,4,1,0
1120000.0,75015.0,75.0,116,5,1,0
172500.0,59800.0,59.0,55,2,1,0
625000.0,92200.0,92.0,45,2,1,0
333500.0,75013.0,75.0,30,2,1,0
25900.0,8200.0,8.0,39,1,1,0
208000.0,95380.0,95.0,68,3,1,0
205500.0,69140.0,69.0,82,4,1,0
193800.0,80080.0,80.0,97,5,0,1
47000.0,18000.0,18.0,32,1,1,0
145145.0,92150.0,92.0,50,2,1,0
204832.0,24000.0,24.0,60,3,1,0
181970.0,1200.0,1.0,88,4,1,0
94000.0,77600.0,77.0,17,1,1,0
122500.0,69007.0,69.0,39,2,1,0
97000.0,91100.0,91.0,50,1,1,0
159000.0,95200.0,95.0,82,4,1,0
175650.0,97290.0,972.0,54,3,1,0
126000.0,83000.0,83.0,42,2,1,0
316000.0,78500.0,78.0,84,4,1,0
70000.0,13015.0,13.0,55,3,1,0
230061.0,75010.0,75.0,24,1,1,0
85000.0,26100.0,26.0,84,3,1,0
299000.0,83400.0,83.0,70,3,1,0
160000.0,77340.0,77.0,41,2,1,0
134500.0,44830.0,44.0,58,3,1,0
195000.0,30920.0,30.0,89,4,0,1
106000.0,76100.0,76.0,63,3,1,0
420507.0,75012.0,75.0,20,1,1,0
295000.0,75004.0,75.0,32,2,1,0
768490.0,75001.0,75.0,73,3,1,0
139000.0,33680.0,33.0,39,2,1,0
524750.0,75016.0,75.0,50,2,1,0
415000.0,94410.0,94.0,65,3,1,0
79000.0,10000.0,10.0,53,2,1,0
491200.0,77340.0,77.0,130,7,0,1
230000.0,75017.0,75.0,19,1,1,0
102804.0,40130.0,40.0,23,1,1,0
238600.0,33800.0,33.0,53,3,1,0
199450.0,95110.0,95.0,53,2,1,0
35000.0,26000.0,26.0,48,2,1,0
29000.0,79300.0,79.0,18,1,1,0
240000.0,94480.0,94.0,74,4,1,0
132000.0,26100.0,26.0,77,3,1,0
260850.0,26120.0,26.0,86,3,1,0
186004.0,51100.0,51.0,115,5,1,0
380000.0,20137.0,0.0,86,4,1,0
240250.0,6800.0,6.0,58,3,1,0
145000.0,10420.0,10.0,100,5,0,1
52000.0,11430.0,11.0,28,2,1,0
634000.0,75018.0,75.0,50,3,1,0
157888.0,60500.0,60.0,43,2,1,0
66000.0,14100.0,14.0,33,2,1,0
258355.0,92800.0,92.0,34,2,1,0
105000.0,92240.0,92.0,14,1,1,0
395420.0,69007.0,69.0,85,4,1,0
103000.0,94600.0,94.0,28,2,1,0
102200.0,69009.0,69.0,51,1,1,0
77000.0,14910.0,14.0,32,2,1,0
90000.0,66400.0,66.0,56,2,1,0
216000.0,75012.0,75.0,18,1,1,0
480000.0,92110.0,92.0,86,4,1,0
86000.0,13001.0,13.0,33,3,1,0
139650.0,78570.0,78.0,34,1,1,0
156000.0,77380.0,77.0,50,3,1,0
275500.0,75018.0,75.0,29,1,1,0
875000.0,75015.0,75.0,71,4,1,0
183000.0,77340.0,77.0,52,2,1,0
283100.0,75020.0,75.0,27,2,1,0
189000.0,78700.0,78.0,42,2,1,0
128000.0,31650.0,31.0,44,2,1,0
111000.0,77000.0,77.0,60,3,1,0
156900.0,38400.0,38.0,61,3,1,0
246090.0,94000.0,94.0,65,3,1,0
247000.0,13012.0,13.0,66,3,1,0
183674.0,95800.0,95.0,61,3,1,0
400000.0,94220.0,94.0,51,2,1,0
47000.0,51200.0,51.0,18,1,1,0
65750.0,41000.0,41.0,35,2,1,0
145000.0,78700.0,78.0,37,2,1,0
113980.0,83400.0,83.0,38,2,1,0
70000.0,95140.0,95.0,30,1,1,0
25000.0,72000.0,72.0,17,1,1,0
50000.0,19100.0,19.0,49,2,1,0
60501.0,34300.0,34.0,21,2,1,0
248730.0,91750.0,91.0,93,5,0,1
524640.0,69300.0,69.0,100,4,1,0
107000.0,44400.0,44.0,33,2,1,0
278900.0,92110.0,92.0,41,2,1,0
179000.0,94380.0,94.0,54,3,1,0
164850.0,75017.0,75.0,12,1,1,0
64000.0,83230.0,83.0,20,1,1,0
139000.0,51100.0,51.0,71,3,1,0
150000.0,56400.0,56.0,79,3,1,0
34000.0,43000.0,43.0,48,2,1,0
102000.0,44500.0,44.0,32,2,1,0
1702800.0,75016.0,75.0,140,4,1,0
145800.0,14910.0,14.0,33,3,1,0
135000.0,6160.0,6.0,30,1,1,0
31000.0,22000.0,22.0,68,4,1,0
99900.0,13002.0,13.0,44,2,1,0
665000.0,75019.0,75.0,69,2,1,0
162962.0,31200.0,31.0,47,2,1,0
88000.0,42300.0,42.0,98,5,0,1
91000.0,91310.0,91.0,50,2,1,0
168102.0,78210.0,78.0,41,2,1,0
61000.0,60000.0,60.0,41,2,1,0
66820.0,11100.0,11.0,48,1,1,0
53700.0,87100.0,87.0,66,3,1,0
100000.0,42400.0,42.0,229,1,1,0
175000.0,83270.0,83.0,44,2,1,0
44400.0,38100.0,38.0,27,1,1,0
182000.0,75009.0,75.0,18,1,1,0
365000.0,6200.0,6.0,82,3,1,0
64000.0,53100.0,53.0,68,4,1,0
64000.0,97310.0,973.0,27,2,1,0
178000.0,38000.0,38.0,90,3,1,0
265000.0,93260.0,93.0,32,2,1,0
139130.0,1100.0,1.0,92,3,1,0
159200.0,78340.0,78.0,63,3,1,0
327000.0,75006.0,75.0,28,2,1,0
275000.0,93200.0,93.0,54,3,1,0
95000.0,84500.0,84.0,66,4,1,0
428700.0,69001.0,69.0,62,2,1,0
134500.0,14510.0,14.0,28,2,1,0
145000.0,77380.0,77.0,40,2,1,0
150000.0,93170.0,93.0,38,2,1,0
212000.0,77700.0,77.0,59,3,1,0
209850.0,31780.0,31.0,90,4,1,0
142000.0,13010.0,13.0,39,2,1,0
171500.0,91200.0,91.0,51,3,1,0
463100.0,33800.0,33.0,114,5,1,0
330200.0,69003.0,69.0,65,4,1,0
142500.0,94430.0,94.0,62,3,1,0
880000.0,94120.0,94.0,135,6,0,1
450000.0,69160.0,69.0,107,4,1,0
775710.0,94500.0,94.0,82,2,1,0
950000.0,75002.0,75.0,58,2,1,0
189000.0,95880.0,95.0,38,2,1,0
881000.0,75020.0,75.0,45,2,1,0
52381.0,51200.0,51.0,44,2,1,0
950000.0,78230.0,78.0,153,7,0,1
293000.0,75016.0,75.0,40,1,1,0
236000.0,93200.0,93.0,63,3,1,0
280000.0,77240.0,77.0,108,6,0,1
354000.0,34970.0,34.0,100,4,1,0
123000.0,91130.0,91.0,41,2,1,0
486200.0,6000.0,6.0,135,5,1,0
142000.0,77500.0,77.0,51,3,1,0
29400.0,42100.0,42.0,56,2,1,0
88500.0,59320.0,59.0,62,3,1,0
75000.0,84150.0,84.0,29,2,1,0
157000.0,93190.0,93.0,58,3,1,0
187000.0,69003.0,69.0,34,1,1,0
194000.0,77700.0,77.0,55,3,1,0
230000.0,77240.0,77.0,101,4,0,1
380000.0,92230.0,92.0,75,3,0,1
82000.0,58000.0,58.0,68,3,0,1
154225.0,13008.0,13.0,44,2,1,0
239000.0,91150.0,91.0,86,4,0,1
71500.0,22380.0,22.0,19,2,1,0
110000.0,20137.0,0.0,30,2,1,0
194000.0,91220.0,91.0,70,4,1,0
42000.0,10000.0,10.0,28,1,1,0
126000.0,76620.0,76.0,87,4,1,0
85200.0,30240.0,30.0,25,1,1,0
100000.0,27950.0,27.0,62,3,1,0
41000.0,77130.0,77.0,31,1,1,0
57000.0,22000.0,22.0,65,4,1,0
690000.0,75010.0,75.0,70,3,1,0
470000.0,92150.0,92.0,51,3,1,0
154000.0,83270.0,83.0,38,2,1,0
66000.0,34340.0,34.0,19,1,1,0
132810.0,13600.0,13.0,32,2,1,0
127000.0,6200.0,6.0,32,1,1,0
345300.0,69330.0,69.0,103,5,0,1
257000.0,77100.0,77.0,92,5,1,0
205000.0,91120.0,91.0,49,2,1,0
86500.0,34300.0,34.0,30,2,1,0
274900.0,33000.0,33.0,39,2,1,0
595250.0,75018.0,75.0,65,3,1,0
352000.0,92290.0,92.0,76,3,1,0
182000.0,44200.0,44.0,52,2,1,0
429000.0,75009.0,75.0,38,2,1,0
92000.0,40220.0,40.0,27,1,1,0
290000.0,20000.0,0.0,70,3,1,0
132000.0,93330.0,93.0,39,2,1,0
58000.0,44110.0,44.0,60,3,1,0
132000.0,94600.0,94.0,23,2,1,0
132900.0,80090.0,80.0,92,4,1,0
188400.0,33290.0,33.0,69,3,1,0
130000.0,92200.0,92.0,16,1,1,0
55000.0,76430.0,76.0,43,3,0,1
186300.0,33000.0,33.0,92,4,1,0
106000.0,42420.0,42.0,45,2,1,0
250800.0,74130.0,74.0,75,3,1,0
88360.0,44300.0,44.0,25,1,1,0
211550.0,77120.0,77.0,66,3,1,0
101500.0,26200.0,26.0,67,3,1,0
225000.0,77186.0,77.0,57,3,1,0
242000.0,83400.0,83.0,44,3,1,0
68900.0,69004.0,69.0,20,1,1,0
83000.0,78520.0,78.0,29,1,1,0
695400.0,75017.0,75.0,53,3,1,0
142000.0,33320.0,33.0,32,2,1,0
318250.0,64140.0,64.0,103,4,0,1
75600.0,76400.0,76.0,53,2,1,0
40000.0,39310.0,39.0,39,2,1,0
257053.0,33300.0,33.0,44,2,1,0
39000.0,28700.0,28.0,16,1,1,0
116610.0,94470.0,94.0,51,2,1,0
665000.0,92220.0,92.0,90,4,0,1
161000.0,94480.0,94.0,67,4,1,0
186750.0,56290.0,56.0,72,3,1,0
43000.0,5700.0,5.0,40,2,1,0
1069750.0,92300.0,92.0,97,4,1,0
157000.0,91540.0,91.0,44,2,1,0
162000.0,69003.0,69.0,46,2,1,0
53000.0,80000.0,80.0,21,2,1,0
270000.0,92350.0,92.0,42,2,1,0
287500.0,33120.0,33.0,22,1,1,0
139000.0,83160.0,83.0,70,3,1,0
39000.0,66110.0,66.0,28,1,1,0
150000.0,83310.0,83.0,58,2,1,0
222500.0,94420.0,94.0,67,3,1,0
86000.0,78100.0,78.0,14,1,1,0
263000.0,94130.0,94.0,48,3,1,0
422000.0,83110.0,83.0,70,3,1,0
300000.0,75004.0,75.0,57,2,1,0
900000.0,75017.0,75.0,61,2,1,0
222490.0,20137.0,0.0,42,2,0,1
90000.0,94170.0,94.0,27,1,1,0
54500.0,64000.0,64.0,23,1,1,0
219000.0,94140.0,94.0,55,3,1,0
32000.0,34800.0,34.0,47,2,1,0
259000.0,75018.0,75.0,23,1,1,0
66293.6,94500.0,94.0,67,4,1,0
222000.0,93220.0,93.0,62,3,1,0
45500.0,11430.0,11.0,28,3,1,0
143970.0,13010.0,13.0,61,3,1,0
24000.0,35400.0,35.0,20,1,1,0
330000.0,50400.0,50.0,115,5,1,0
190000.0,78640.0,78.0,67,4,1,0
226750.0,4300.0,4.0,95,4,0,1
363700.0,92340.0,92.0,73,4,1,0
474230.0,78000.0,78.0,63,2,1,0
156600.0,95280.0,95.0,62,3,1,0
148000.0,94370.0,94.0,57,3,1,0
429000.0,75002.0,75.0,25,1,1,0
170000.0,77176.0,77.0,78,5,0,1
92500.0,77144.0,77.0,22,1,1,0
83000.0,71700.0,71.0,81,4,1,0
114000.0,33500.0,33.0,55,3,1,0
186500.0,77176.0,77.0,75,3,1,0
523000.0,75012.0,75.0,54,3,1,0
119500.0,30000.0,30.0,65,3,1,0
125000.0,35220.0,35.0,64,3,0,1
61000.0,91220.0,91.0,19,1,1,0
45000.0,97490.0,974.0,19,1,1,0
614000.0,75015.0,75.0,48,2,1,0
73800.0,92000.0,92.0,27,2,1,0
93585.0,1150.0,1.0,32,2,1,0
315000.0,78480.0,78.0,95,5,0,1
134960.0,72000.0,72.0,74,3,1,0
206000.0,54000.0,54.0,83,3,1,0
59300.0,54220.0,54.0,28,1,1,0
310000.0,77400.0,77.0,89,5,0,1
195500.0,40600.0,40.0,74,3,1,0
85000.0,13001.0,13.0,40,2,1,0
199550.0,33700.0,33.0,55,2,1,0
87000.0,64100.0,64.0,53,2,1,0
218000.0,75011.0,75.0,24,1,1,0
147000.0,97200.0,972.0,80,4,1,0
105000.0,91410.0,91.0,45,3,0,1
215000.0,40100.0,40.0,78,3,1,0
47000.0,42300.0,42.0,60,3,1,0
461000.0,92200.0,92.0,42,2,1,0
67000.0,26100.0,26.0,77,4,1,0
72000.0,13004.0,13.0,58,2,1,0
799920.0,75010.0,75.0,69,3,1,0
243500.0,92130.0,92.0,24,1,1,0
50000.0,49300.0,49.0,29,1,1,0
167000.0,91210.0,91.0,75,3,1,0
240000.0,95120.0,95.0,47,2,1,0
210350.0,94450.0,94.0,59,3,1,0
104990.0,11100.0,11.0,63,3,1,0
148000.0,6200.0,6.0,55,3,1,0
158000.0,83190.0,83.0,24,1,1,0
215000.0,69004.0,69.0,30,2,1,0
88000.0,83230.0,83.0,25,2,1,0
73000.0,22300.0,22.0,46,2,1,0
56000.0,4260.0,4.0,26,1,1,0
514000.0,6000.0,6.0,85,3,1,0
352000.0,93300.0,93.0,86,4,1,0
303590.0,75017.0,75.0,28,2,1,0
120000.0,95140.0,95.0,62,3,1,0
147500.0,33310.0,33.0,74,4,1,0
130000.0,6670.0,6.0,60,5,1,0
180000.0,77290.0,77.0,55,3,0,1
209000.0,44500.0,44.0,44,2,1,0
270000.0,94260.0,94.0,63,4,1,0
142950.0,30000.0,30.0,80,4,1,0
68000.0,88190.0,88.0,50,2,1,0
268000.0,75005.0,75.0,22,1,1,0
302000.0,75015.0,75.0,31,2,1,0
263000.0,92110.0,92.0,34,2,1,0
13000.0,89000.0,89.0,17,1,1,0
163000.0,75018.0,75.0,18,1,1,0
140000.0,75011.0,75.0,15,1,1,0
90000.0,44490.0,44.0,36,1,1,0
115000.0,84300.0,84.0,48,2,1,0
89620.0,93210.0,93.0,18,1,1,0
98500.0,13001.0,13.0,45,2,1,0
88000.0,31500.0,31.0,40,2,1,0
85000.0,10000.0,10.0,20,1,1,0
530000.0,75017.0,75.0,48,2,1,0
34000.0,44370.0,44.0,40,2,1,0
290500.0,92110.0,92.0,32,2,1,0
235000.0,40600.0,40.0,70,3,1,0
456700.0,78160.0,78.0,105,5,1,0
251000.0,94210.0,94.0,45,2,1,0
190000.0,78310.0,78.0,65,3,1,0
86400.0,88000.0,88.0,70,3,1,0
215000.0,11100.0,11.0,38,2,1,0
259300.0,75020.0,75.0,30,1,1,0
124700.0,59110.0,59.0,61,3,1,0
591000.0,75017.0,75.0,41,3,1,0
275500.0,64600.0,64.0,78,4,1,0
163000.0,6250.0,6.0,48,2,1,0
55000.0,50200.0,50.0,97,4,1,0
195000.0,20090.0,0.0,58,3,1,0
300000.0,34920.0,34.0,94,2,0,1
182550.0,93110.0,93.0,42,2,1,0
169000.0,93270.0,93.0,58,3,1,0
882000.0,75011.0,75.0,93,4,1,0
145450.0,64120.0,64.0,83,3,1,0
178300.0,20118.0,0.0,64,2,1,0
136000.0,35000.0,35.0,44,2,1,0
90000.0,56470.0,56.0,29,2,1,0
108000.0,85180.0,85.0,33,1,1,0
170000.0,94430.0,94.0,61,3,1,0
556500.0,74960.0,74.0,100,4,1,0
212000.0,93300.0,93.0,45,2,1,0
43000.0,6620.0,6.0,28,1,1,0
153000.0,69100.0,69.0,60,3,1,0
829500.0,94300.0,94.0,100,4,1,0
293000.0,78700.0,78.0,70,4,1,0
391000.0,75010.0,75.0,35,2,1,0
277500.0,69007.0,69.0,49,2,1,0
72000.0,45140.0,45.0,110,4,0,1
185700.0,75010.0,75.0,25,1,1,0
180000.0,78510.0,78.0,56,3,1,0
130000.0,6110.0,6.0,58,2,1,0
52000.0,6470.0,6.0,22,1,1,0
65990.0,14600.0,14.0,26,1,1,0
255500.0,44200.0,44.0,73,3,1,0
75800.0,45160.0,45.0,46,2,1,0
129000.0,33160.0,33.0,46,2,1,0
110000.0,17300.0,17.0,68,4,1,0
460000.0,75016.0,75.0,55,2,1,0
414750.0,83150.0,83.0,48,2,1,0
506000.0,1280.0,1.0,110,5,0,1
210000.0,76190.0,76.0,99,4,1,0
662000.0,75013.0,75.0,71,3,1,0
978000.0,75016.0,75.0,74,3,1,0
520000.0,75006.0,75.0,30,1,1,0
71000.0,38000.0,38.0,29,1,1,0
609500.0,75010.0,75.0,45,3,1,0
127000.0,75017.0,75.0,14,1,1,0
444000.0,75011.0,75.0,37,3,1,0
120000.0,33260.0,33.0,73,4,1,0
2325000.0,92200.0,92.0,194,6,1,0
129700.0,6600.0,6.0,38,2,1,0
365000.0,95000.0,95.0,120,5,0,1
197900.0,30650.0,30.0,65,3,1,0
147000.0,75005.0,75.0,13,1,1,0
144000.0,94400.0,94.0,44,2,1,0
99900.0,94190.0,94.0,53,3,1,0
81200.0,87100.0,87.0,50,2,1,0
86000.0,93290.0,93.0,30,1,1,0
302000.0,13009.0,13.0,73,4,1,0
149960.0,44100.0,44.0,43,2,1,0
1189100.0,75020.0,75.0,95,2,1,0
457000.0,75018.0,75.0,49,3,1,0
97500.0,17139.0,17.0,54,3,0,1
300000.0,69009.0,69.0,70,2,1,0
231000.0,93300.0,93.0,53,3,1,0
40500.0,88000.0,88.0,27,1,1,0
175000.0,95360.0,95.0,70,4,1,0
68140.0,30000.0,30.0,32,1,1,0
122500.0,91000.0,91.0,66,3,1,0
130000.0,69008.0,69.0,65,4,1,0
362540.0,75013.0,75.0,38,2,1,0
38000.0,22580.0,22.0,18,1,1,0
195000.0,91470.0,91.0,15,1,1,0
272700.0,44300.0,44.0,90,4,1,0
59800.0,17170.0,17.0,51,2,1,0
285000.0,75010.0,75.0,45,2,1,0
43290.0,66110.0,66.0,28,1,1,0
786500.0,75017.0,75.0,65,2,1,0
94500.0,72000.0,72.0,64,3,1,0
392500.0,76000.0,76.0,112,4,1,0
35000.0,74300.0,74.0,18,1,1,0
76000.0,69400.0,69.0,66,4,1,0
1189000.0,75020.0,75.0,56,2,1,0
155370.0,16000.0,16.0,143,3,1,0
100000.0,42410.0,42.0,61,3,1,0
115000.0,60700.0,60.0,62,3,1,0
165000.0,94170.0,94.0,25,1,1,0
555000.0,75002.0,75.0,44,2,1,0
82000.0,77250.0,77.0,20,1,1,0
62900.0,85270.0,85.0,37,2,1,0
174650.0,38240.0,38.0,68,4,1,0
602500.0,38240.0,38.0,141,4,1,0
187000.0,93600.0,93.0,64,3,1,0
146500.0,40480.0,40.0,49,3,0,1
110550.0,45100.0,45.0,42,2,1,0
128000.0,25300.0,25.0,69,4,1,0
420000.0,83110.0,83.0,104,4,1,0
207000.0,33470.0,33.0,60,3,1,0
149000.0,83500.0,83.0,29,2,0,1
131000.0,78230.0,78.0,24,1,1,0
77500.0,34200.0,34.0,38,2,1,0
644000.0,92150.0,92.0,87,4,0,1
480500.0,75003.0,75.0,37,2,1,0
137000.0,6500.0,6.0,40,2,1,0
55860.0,35120.0,35.0,35,1,1,0
335000.0,75012.0,75.0,32,2,1,0
186500.0,40600.0,40.0,62,3,1,0
366100.0,75009.0,75.0,31,2,1,0
270000.0,33800.0,33.0,54,2,1,0
690500.0,78590.0,78.0,135,6,0,1
165010.0,95700.0,95.0,67,3,0,1
77000.0,34540.0,34.0,21,1,1,0
861952.6,75017.0,75.0,42,2,1,0
107000.0,60800.0,60.0,55,3,1,0
213000.0,33260.0,33.0,45,2,1,0
393000.0,75011.0,75.0,32,2,1,0
130000.0,49112.0,49.0,70,3,1,0
149600.0,94300.0,94.0,65,1,1,0
236786.0,95800.0,95.0,76,5,0,1
960000.0,75015.0,75.0,84,4,1,0
235000.0,13014.0,13.0,86,4,1,0
175500.0,78970.0,78.0,62,3,1,0
825000.0,75014.0,75.0,89,4,1,0
234300.0,92190.0,92.0,32,1,1,0
310000.0,83150.0,83.0,55,2,1,0
602000.0,75015.0,75.0,48,3,1,0
315000.0,33950.0,33.0,93,4,0,1
250000.0,77178.0,77.0,73,4,0,1
150000.0,6310.0,6.0,22,1,1,0
185700.0,78955.0,78.0,55,3,1,0
385920.0,92400.0,92.0,70,3,1,0
95000.0,92600.0,92.0,19,1,1,0
64000.0,50400.0,50.0,32,1,1,0
84800.0,45400.0,45.0,95,5,1,0
97000.0,11370.0,11.0,29,2,0,1
183500.0,33700.0,33.0,70,4,1,0
810000.0,75018.0,75.0,110,4,1,0
154000.0,95120.0,95.0,50,2,1,0
214700.0,44510.0,44.0,67,3,1,0
207000.0,30240.0,30.0,44,3,1,0
469950.0,33120.0,33.0,120,4,1,0
169000.0,78160.0,78.0,52,3,1,0
345230.0,75020.0,75.0,27,1,1,0
70000.0,1260.0,1.0,35,3,1,0
119390.0,5800.0,5.0,65,3,1,0
223500.0,75002.0,75.0,18,1,1,0
170250.0,6160.0,6.0,36,1,1,0
270000.0,14360.0,14.0,88,3,1,0
190775.0,95130.0,95.0,80,4,1,0
166000.0,35132.0,35.0,60,3,1,0
310000.0,69100.0,69.0,76,3,1,0
390000.0,93450.0,93.0,45,3,1,0
429000.0,69003.0,69.0,89,4,1,0
204000.0,91540.0,91.0,70,3,1,0
190700.0,77360.0,77.0,95,4,0,1
297000.0,6800.0,6.0,87,4,1,0
235000.0,91330.0,91.0,83,4,1,0
115000.0,75010.0,75.0,10,1,1,0
95800.0,38000.0,38.0,57,2,1,0
249020.0,93200.0,93.0,64,3,1,0
321500.0,77310.0,77.0,26,1,1,0
310125.0,91220.0,91.0,83,4,0,1
97000.0,6220.0,6.0,27,1,1,0
47000.0,14640.0,14.0,23,2,1,0
80000.0,59139.0,59.0,42,2,1,0
285380.0,94140.0,94.0,50,2,1,0
256000.0,75016.0,75.0,25,2,1,0
405000.0,75015.0,75.0,36,2,1,0
332000.0,34990.0,34.0,110,5,0,1
393820.0,75008.0,75.0,29,1,1,0
437000.0,14800.0,14.0,72,4,1,0
287000.0,94000.0,94.0,79,4,1,0
174900.0,83160.0,83.0,71,4,1,0
81200.0,5600.0,5.0,50,2,1,0
109500.0,49000.0,49.0,54,2,1,0
36000.0,19100.0,19.0,32,1,1,0
72480.0,38650.0,38.0,56,2,1,0
179800.0,93110.0,93.0,53,2,1,0
290000.0,77600.0,77.0,86,4,1,0
245500.0,69100.0,69.0,78,3,1,0
179900.0,6000.0,6.0,60,3,1,0
238000.0,13009.0,13.0,69,2,1,0
113500.0,64140.0,64.0,55,3,1,0
31500.0,54119.0,54.0,67,3,1,0
34000.0,28310.0,28.0,31,1,1,0
451000.0,74580.0,74.0,109,5,0,1
440600.0,92100.0,92.0,54,3,1,0
191500.0,14360.0,14.0,39,2,1,0
166000.0,26100.0,26.0,114,4,0,1
145000.0,78370.0,78.0,25,1,1,0
85215.0,45160.0,45.0,38,2,1,0
148500.0,6000.0,6.0,36,1,1,0
162750.0,95100.0,95.0,54,3,1,0
69000.0,28000.0,28.0,30,1,1,0
175000.0,31700.0,31.0,73,3,1,0
114000.0,7430.0,7.0,108,6,1,0
257000.0,83110.0,83.0,36,2,1,0
14000.0,18000.0,18.0,35,1,1,0
364000.0,75020.0,75.0,39,2,1,0
470390.0,92130.0,92.0,65,4,1,0
292000.0,91120.0,91.0,87,4,1,0
168000.0,45160.0,45.0,70,3,1,0
169000.0,51100.0,51.0,74,3,1,0
62000.0,84130.0,84.0,65,3,1,0
162000.0,66210.0,66.0,45,2,0,1
125000.0,91170.0,91.0,41,2,1,0
295000.0,6310.0,6.0,43,2,1,0
84000.0,13014.0,13.0,59,3,1,0
147250.0,6800.0,6.0,31,1,1,0
